010612 Les mammifères; vivent, les baleines, les dauphins et les marsouins (mammifères de l'ordre des cétacés); lamantins et dugongs (mammifères de l'ordre des Siréniens); phoques, lions de mer et morses (mammifères du sous-ordre Pinnipedia)
010613 Les mammifères; vivants, chameaux et autres camélidés (camélidés)
0707 Concombres et cornichons; frais ou réfrigéré
070700 Des légumes; concombres et cornichons, à l'état frais ou réfrigéré
0708 Légumes légumineux; écossés ou non, frais ou réfrigérés
070810 Légumes, légumineuses; pois (pisum sativum), écossés ou non, frais ou réfrigérés
070820 Légumes, légumineuses; haricots (Vigna spp., Phaseolus spp.), écossés ou non, frais ou réfrigérés
070890 Légumes, légumineuses; (autres que les pois et les haricots), écossés ou non, frais ou réfrigérés
0709 Des légumes; n.c.a. au chapitre 07, frais ou réfrigéré
070920 Des légumes; asperges, fraîches ou réfrigérées
070930 Des légumes; aubergines (par exemple, plantes), fraîches ou réfrigérées
070940 Des légumes; céleri (autre que céleri-rave), frais ou réfrigéré
070951 Des légumes; champignons du genre Agaricus, frais ou réfrigérés
070959 Des légumes; truffes et champignons (autres que du genre Agaricus), frais ou réfrigérés
070960 Des légumes; des fruits du genre Capsicum ou du genre Pimenta, frais ou réfrigérés
070970 Des légumes; épinards, épinards de Nouvelle-Zélande et épinards (épinards de jardin), frais ou réfrigérés
070991 Des légumes; artichauts, frais ou réfrigérés
070992 Des légumes; olives, fraîches ou réfrigérées
070993 Des légumes; courges, courges et courges (Cucurbita spp.), à l'état frais ou réfrigéré
070999 Des légumes; comestible, n.c.a. au chapitre 07, frais ou réfrigéré
0710 Légumes (non cuits ou cuits à la vapeur ou à l'eau dans l'eau); congelé
071010 Des légumes; pommes de terre, non cuites ou cuites à la vapeur ou à l'eau dans l'eau, congelées
071021 Légumes, légumineuses; pois (pisum sativum), écossés ou non, non cuits ou cuits à la vapeur ou à l'eau dans l'eau, congelés
071022 Légumes, légumineuses; haricots (Vigna spp., Phaseolus spp.), écossés ou non, non cuits ou cuits à la vapeur ou à l'eau dans l'eau, congelés
071029 Légumes, légumineuses; (autres que les pois ou les haricots), écossés ou non, non cuits ou cuits à la vapeur ou à l'eau dans l'eau, congelés
071030 Des légumes; épinards, épinards de Nouvelle-Zélande et épinards orangés (épinards de jardin), non cuits ou cuits à l'eau ou à la vapeur, congelés
071040 Des légumes; maïs doux, non cuit ou cuit à la vapeur ou à l'eau dans l'eau, congelé
071080 Des légumes; non cuit ou cuit à la vapeur ou à l'eau bouillante, n.c.a. dans le n ° 0710, congelé
071090 Mélanges de légumes; non cuit ou cuit à la vapeur ou à l'eau bouillante, congelé
0711 Légumes conservés provisoirement; (par exemple, par du dioxyde de soufre, dans de la saumure, dans de l'eau soufrée ou dans d'autres solutions de conservation), mais impropres à l'alimentation en l'état pour consommation immédiate
071120 Des légumes; olives, conservées provisoirement mais impropres à l'alimentation en l'état
071140 Des légumes; concombres et cornichons, conservés provisoirement mais impropres à l'alimentation en l'état
071151 Des légumes; champignons du genre Agaricus, conservés provisoirement mais impropres à l'alimentation en l'état
071159 Des légumes; champignons autres que ceux du genre Agaricus, conservés provisoirement mais impropres à l'alimentation en l'état
071190 Légumes et légumes mélangés; n.c.a. dans le n ° 0711, provisoirement conservé mais impropre à cet usage pour consommation immédiate
0712 Légumes, séchés; entiers, coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés
071220 Des légumes; oignons, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés, séchés
071231 Des légumes; champignons du genre Agaricus, entiers, même coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés, séchés
071232 Des légumes; épis de bois (Auricularia spp), entiers, coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés, séchés
071233 Des légumes; des champignons de gelée (Tremella spp)), entiers, coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés, séchés
071239 Des légumes; champignons, autres que le genre Agaricus et truffes, entiers, coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés, séchés
071290 Des légumes; mélanges de légumes n.c.a. dans le n ° 0712, entiers, coupés en morceaux ou en tranches ou bien broyés ou pulvérisés, mais non autrement préparés, séchés
0713 Légumes, légumineuses; écossés, même décortiqués ou fendus, séchés
071310 Légumes, légumineuses; pois (pisum sativum), écossés, même décortiqués ou cassés, séchés
071320 Légumes, légumineuses; pois chiches (pois chiches), écossés, même décortiqués ou cassés, séchés
071331 Légumes, légumineuses; haricots de l'espèce vigna mungo (l.) hepper ou vigna radiata (L.) wilczek, écossés, même décortiqués ou cassés, séchés
071332 Légumes, légumineuses; petits haricots rouges (adzuki) (phaseolus ou vigna angularis), écossés, même décortiqués ou fendus, séchés
071333 Légumes, légumineuses; haricots communs, y compris les haricots blancs (Phaseolus vulgaris), écossés, même décortiqués ou fendus, séchés
071334 Légumes, légumineuses; haricots de bambara (Vigna subterranea ou Voandzeia subterranea), écossés, même décortiqués ou cassés, séchés
071335 Légumes, légumineuses; pois de vache (Vigna unguiculata), écossés, même décortiqués ou cassés, séchés
071339 Légumes, légumineuses; n.c.a. dans l'article no. 0713.3, écossés, même décortiqués ou cassés, séchés
071340 Légumes, légumineuses; lentilles, écossées, même décortiquées ou cassées, séchées
071350 Légumes, légumineuses; féveroles (vicia faba var. major) et féveroles (vicia faba var equina et vicia faba var. minor), écossés, même décortiqués ou fendus, séchés
071360 Légumes, légumineuses; pois cajan (Cajanus cajan), écossés, même décortiqués ou cassés, séchés
071390 Légumes, légumineuses; n.c.a. dans le n ° 0713, écossés, même décortiqués ou cassés, séchés
0714 Manioc, arrow-root, salep, topinambours, patates douces et racines et tubercules similaires à haute teneur en amidon ou en inuline; frais, réfrigérés, congelés ou séchés, même tranchés ou agglomérés sous forme de pellets; moelle de sagou
071410 Racines et tubercules de légumes; manioc (manioc), à haute teneur en fécule ou en inuline, frais, réfrigérés, congelés ou séchés, même débités en morceaux ou agglomérés sous forme de pellets
071420 Racines et tubercules de légumes; patates douces, à haute teneur en fécule ou en inuline, fraîches, réfrigérées, congelées ou séchées, même débitées en morceaux ou agglomérées sous forme de pellets
071430 Racines et tubercules de légumes; ignames (Dioscorea spp.) à haute teneur en fécule ou en inuline, fraîches, réfrigérées, congelées ou séchées, même débitées en morceaux ou agglomérées sous forme de pellets
071440 Racines et tubercules de légumes; taro (Colocasia spp.) à haute teneur en fécule ou en inuline, frais, réfrigérés, congelés ou séchés, même débités en morceaux ou agglomérés sous forme de pellets
071450 Racines et tubercules de légumes; yautia (Xanthosoma spp.) à haute teneur en amidon ou en inuline, frais, réfrigérés, congelés ou séchés, même débités en morceaux ou agglomérés sous forme de pellets
071490 Racines et tubercules de légumes; arrow-root, salep, topinambours et racines et tubercules similaires (non manioc, patates douces, ignames, taros ou yautia), à haute teneur en amidon ou en inuline, frais, réfrigérés, congelés, séchés, tranchés ou non, ou sous forme de granules; moelle de sagou
08 FRUITS ET NOIX, COMESTIBLES; PEEL D'AGRUMES OU DE MELONS
0801 Noix, comestibles; noix de coco, noix du Brésil et noix de cajou, fraîches ou sèches, même sans leurs coques ou décortiquées
080111 Noix, comestibles; noix de coco, desséchées
080112 Noix, comestibles; noix de coco, dans la coquille intérieure (endocarpe)
080119 Noix, comestibles; noix de coco, fraîches ou séchées, autres que desséchées ou dans la coquille intérieure (endocarpe)
080121 Noix, comestibles; noix du Brésil, fraîches ou sèches, en coques
080122 Noix, comestibles; noix du Brésil, fraîches ou séchées, décortiquées
080131 Noix, comestibles; noix de cajou, fraîches ou sèches, en coques
080132 Noix, comestibles; noix de cajou, fraîches ou séchées, décortiquées
0802 Noix (à l'exclusion des noix de coco, du Brésil et des noix de cajou); frais ou séchés, même sans leurs coques ou décortiqués
080211 Noix, comestibles; amandes, fraîches ou sèches, en coques
080212 Noix, comestibles; amandes, fraîches ou sèches, décortiquées
080221 Noix, comestibles; noisettes ou noisettes (corylus spp.), fraîches ou sèches, en coques
080222 Noix, comestibles; noisettes ou noisettes (corylus spp.), fraîches ou sèches, écossées
080231 Noix, comestibles; noix, fraîches ou sèches, en coques
080232 Noix, comestibles; noix, fraîches ou sèches, décortiquées
080241 Noix, comestibles; châtaignes (Castanea spp.), fraîches ou sèches, en coques
080242 Noix, comestibles; Châtaignes (Castanea spp.), fraîches ou sèches, décortiquées
080251 Noix, comestibles; pistaches, fraîches ou sèches, en coques
080252 Noix, comestibles; pistaches, fraîches ou sèches, décortiquées
080261 Noix, comestibles; macadamia, fraîche ou séchée, en coque
080262 Noix, comestibles; macadamia, fraîche ou séchée, décortiquée
080270 Noix, comestibles; noix de cola (Cola spp.), fraîches ou sèches, même sans leurs coques ou décortiquées
080280 Noix, comestibles; noix d'arec, fraîches ou sèches, même sans leurs coques ou décortiquées
080290 Noix, comestibles; n.c.a. dans le n ° 0801 et 0802, frais ou secs, même sans leurs coques ou décortiqués
0803 Bananes, y compris les plantains; frais ou séché
080310 Fruits comestibles plantains, frais ou séchés
080390 Fruits comestibles bananes, autres que les plantains, fraîches ou sèches
0804 Dattes, figues, ananas, avocats, goyaves, mangues et mangoustans; frais ou séché
080410 Fruits comestibles dattes, fraîches ou séchées
080420 Fruits comestibles figues, fraîches ou séchées
080430 Fruits comestibles ananas, frais ou séché
080440 Fruits comestibles avocats, frais ou secs
080450 Fruits comestibles goyaves, mangues et mangoustans, frais ou secs
0805 Agrumes; frais ou séché
080510 Fruits comestibles oranges, fraîches ou séchées
080521 Fruits comestibles mandarines (y compris mandarines et satsumas), fraîches ou sèches
080522 Fruits comestibles clémentines, fraîches ou séchées
080529 Fruits comestibles tangelos, wilkings et similaires hybrides d'agrumes, frais ou secs
080540 Fruits comestibles pamplemousses, y compris les pomelos, frais ou séchés
080550 Fruits comestibles citrons (Citrus limon, Citrus limonum), limes (Citrus aurantifolia, Citrus latifolia), frais ou séchés
080590 Fruits comestibles agrumes n.c.a. dans le n ° 0805, frais ou séché
0806 Les raisins; frais ou séché
080610 Fruits comestibles raisins frais
080620 Fruits comestibles raisins secs
0807 Melons (y compris les pastèques) et papayes (papayes); Frais
080711 Fruits comestibles pastèques, fraîches
080719 Fruits comestibles melons, autres que les pastèques, frais
080720 Fruits comestibles papayes (papayes), fraîches
0808 Pommes, poires et coings; Frais
080810 Fruits comestibles pommes, fraîches
080830 Fruits comestibles poires, fraîches
080840 Fruits comestibles coings, frais
0809 Abricots, cerises, pêches (y compris les nectarines), prunes et prunelles, frais
080910 Fruits comestibles abricots, frais
080921 Fruits comestibles Cerises acides (Prunus cerasus), fraîches
080929 Fruits comestibles cerises, autres que les cerises acides (Prunus cerasus), fraîches
080930 Fruits comestibles pêches, y compris les nectarines, fraîches
080940 Fruits comestibles prunes et prunelles, fraîches
0810 Fruits frais n.c.a. au chapitre 08
081010 Fruits comestibles fraises, fraîches
081020 Fruits comestibles framboises, mûres, mûres et groseilles à grappes, frais
081030 Fruits comestibles groseilles et groseilles noires, blanches ou rouges, fraîches
081040 Fruits comestibles canneberges, myrtilles et autres fruits du genre 'vaccinium', frais
081050 Fruits comestibles kiwi, frais
081060 Fruits comestibles durians, frais
081070 Fruits comestibles kakis frais
081090 Fruits comestibles fruits n.c.a. dans le n ° 0801 à 0810, frais
0811 Fruits et noix; non cuits ou cuits à la vapeur ou à l'eau dans l'eau, congelés, même additionnés de sucre ou d'autres édulcorants
081110 Fruits comestibles fraises, non cuites ou cuites à la vapeur ou à l'eau dans l'eau, congelées, avec ou sans addition de sucre ou d'autres édulcorants
081120 Fruits comestibles framboises, mûres, mûres, groseilles à grappes, groseilliers, groseilles à grappes noires, blanches ou grises, non cuites ou cuites, avec ou sans addition de sucre ou d'autres édulcorants
081190 Fruits comestibles fruits et noix n.c.a. dans le n ° 0811, non cuits ou cuits, congelés, même avec addition de sucre ou d'autres édulcorants
0812 Fruits et noix conservés provisoirement; par exemple. par du dioxyde de soufre, de la saumure, dans de l'eau soufrée ou dans d'autres solutions de conservation, mais impropres à l'alimentation en l'état pour la consommation immédiate
081210 Fruits comestibles cerises, conservées provisoirement, mais impropres à l'alimentation en l'état
081290 Fruits comestibles fruits et noix n.c.a. dans le n ° 0812, provisoirement conservé, mais impropre à cet usage pour consommation immédiate
0813 Fruits séchés, autres que ceux du n ° 0801 à 0806; mélanges de fruits à coque ou de fruits séchés du présent chapitre
081310 Fruits comestibles abricots, séchés
081320 Fruits comestibles pruneaux, séchés
081330 Fruits comestibles pommes, séchées
081340 Fruits comestibles fruit n.c.a. dans le n ° 0812, séché
081350 Noix, comestibles; mélanges de fruits à coque ou de fruits séchés du chapitre 08
0814 Écorces d'agrumes ou de melons (y compris les pastèques); frais, congelés, séchés ou conservés provisoirement dans l'eau salée, dans l'eau soufrée ou dans d'autres solutions de conservation
081400 Peler; d'agrumes ou de melons (y compris les melons d'eau), frais, congelés, séchés ou conservés provisoirement dans l'eau salée, dans l'eau soufrée et dans d'autres solutions de conservation
09 CAFÉ, THÉ, MATE ET ÉPICES
0901 Café, même torréfié ou décaféiné; des enveloppes et des peaux; succédanés de café contenant du café en toute proportion
090111 Café; non torréfié ou décaféiné
090112 Café; décaféiné, non rôti
090121 Café; rôti, non décaféiné
090122 Café; rôti, décaféiné
090190 Café; enveloppes et peaux, succédanés du café contenant du café en toute proportion
0902 thé
090210 Thé vert (non fermenté), en emballages immédiats d'un contenu n'excédant pas 3 kg
090220 Thé vert (non fermenté), en emballages immédiats d'un contenu excédant 3 kg
090230 Thé noir thé (fermenté) et partiellement fermenté, en emballages immédiats d'un contenu n'excédant pas 3 kg
090240 Thé noir thé (fermenté) et partiellement fermenté, en emballages immédiats d'un contenu excédant 3 kg
0903 Camarade
090300 Camarade
0904 Poivre du genre piper; fruits séchés ou broyés ou pulvérisés du genre Capsicum ou du genre Pimenta
090411 Épices; poivre (du genre piper), non broyé ni moulu
090412 Épices; poivre (du genre piper), broyé ou moulu
090421 Épices; les fruits du genre Capsicum ou Pimenta, séchés, non broyés ni pulvérisés
090422 Épices; les fruits du genre Capsicum ou Pimenta, broyés ou moulus
0905 Vanille
090510 Épices; vanille, non broyée ni moulue
090520 Épices; vanille, écrasée ou moulue
0906 Fleurs de cannelle et de cannelle
090611 Épices; cannelle (Cinnamomum zeylanicum Blume), non broyée ni moulue
090619 Épices; fleurs de cannelle et de cannelle, autres que cannelle (Cinnamomum zeylanicum Blume), non broyées ni pulvérisées
090620 Épices; fleurs de cannelle et de cannelle, broyées ou moulues
0907 Clous de girofle (fruits entiers, clous de girofle et tiges)
090710 Épices; clous de girofle (fruits entiers, clous de girofle et tiges), non broyés ni moulus
090720 Épices; clous de girofle (fruits entiers, clous de girofle et tiges), broyés ou moulus
0908 Noix de muscade, macis et cardamomes
090811 Épices; muscade, non broyée ni moulue
090812 Épices; muscade, concassée ou moulue
090821 Épices; macis, ni broyés ni moulus
090822 Épices; masse, concassé ou moulu
090831 Épices; cardamomes, non broyées ni moulues
090832 Épices; cardamomes, broyées ou moulues
0909 Graines d'anis, de badiane, de fenouil, de coriandre, de cumin, de carvi ou de genévrier
090921 Épices; graines de coriandre, non broyées ni moulues
090922 Épices; graines de coriandre, broyées ou moulues
090931 Épices; graines de cumin, non broyées ni moulues
090932 Épices; graines de cumin, broyées ou moulues
090961 Épices; graines d'anis, de badian, de carvi ou de fenouil; baies de genièvre, non broyées ni moulues
090962 Épices; graines d'anis, de badian, de carvi ou de fenouil; baies de genièvre, concassées ou moulues
0910 Gingembre, safran, curcuma, thym, feuilles de laurier, curry et autres épices
091011 Épices; gingembre, non broyé ni moulu
091012 Épices; gingembre, concassé ou moulu
091020 Épices; Safran
091030 Épices; curcuma (curcuma)
091091 Épices; mélanges de 2 produits ou plus de différentes catégories
091099 Épices; n.c.a. dans le n ° 0910
10 CÉRÉALES
1001 Blé et méteil
100111 Céréales; blé et méteil, blé dur, graine
100119 Céréales; blé et méteil, blé dur, autres que les graines
100191 Céréales; blé et méteil, à l'exclusion du blé dur, semences
100199 Céréales; blé et méteil, autres que le blé dur, autres que les graines
1002 Seigle
100210 Céréales; seigle, graine
100290 Céréales; seigle, autre que la graine
1003 Orge
100310 Céréales; orge, graine
100390 Céréales; orge, autre que la graine
1004 L'avoine
100410 Céréales; avoine, graines
100490 Céréales; avoine, autre que la graine
1005 Maïs
100510 Céréales; maïs, semences
100590 Céréales; maïs (maïs), à l'exclusion des semences
1006 Riz
100610 Céréales; riz dans l'enveloppe (paddy ou rugueux)
100620 Céréales; riz décortiqué (brun)
100630 Céréales; riz, semi-blanchi ou blanchi, même poli ou glacé
100640 Céréales; riz cassé
1007 Sorgho à grains
100710 Céréales; sorgho à grains, graines
100790 Céréales; sorgho à grains autres que les graines
1008 Sarrasin, millet et graines à canaris; autres céréales
100810 Céréales; sarrasin
100821 Céréales; millet, graine
100829 Céréales; millet, autre que la graine
100830 Céréales; graines de canari
100840 Céréales; fonio (Digitaria spp.)
100850 Céréales; quinoa (Chenopodium quinoa)
100860 Céréales; triticale
100890 Céréales; n.c.a. au chapitre 10
11 PRODUITS DE L'INDUSTRIE DU FRAISAGE; MALT, AMIDONS, INULINE, GLUTEN DE BLÉ
1101 Farine de blé ou de méteil
110100 Farine de blé ou de méteil
1102 Farines de céréales; autre que du blé ou du méteil
110220 Farine de céréales; de maïs
110290 Farines de céréales; autres que le blé, le méteil et le maïs
1103 Gruaux de céréales; farine et pellets
110311 Gruaux et semoules de céréales; de blé
110313 Gruaux et semoules de céréales; de maïs
110319 Gruaux et semoules de céréales; n.c.a. dans le n ° 1103
110320 Granulés de céréales
1104 Grains de céréales autrement travaillés (mondés, roulés, en flocons, perlés, tranchés ou concassés), à l'exception du riz du n °. 1006; germes de céréales entiers, roulés, en flocons ou moulus
110412 Graines de céréales; roulés ou en flocons d'avoine
110419 Graines de céréales; roulés ou en flocons, autres que l'avoine
110422 Graines de céréales; travaillé (par exemple, décortiqué, perlé, tranché ou concassé) d'avoine
110423 Graines de céréales; travaillé (par exemple décortiqué, perlé, tranché ou concassé) de maïs
110429 Graines de céréales; des produits travaillés, autres qu'en rouleaux ou en flocons (mondés, perlés, tranchés ou concassés), de céréales, à l'exclusion de l'avoine et du maïs, et du riz du n ° 1006
110430 Céréale; germes de céréales, entiers, aplatis, en flocons ou moulus
1105 Farine, semoule, poudre, flocons, granulés et boulettes de pommes de terre
110510 Farine, farine et poudre; de pommes de terre
110520 Flocons, granulés et pellets; de pommes de terre
1106 Farine, farine et poudre; des légumes à cosse secs du n °. 0713, de sagou ou des racines ou tubercules du n °. 0714 ou des produits du chapitre 8
110610 Farine, farine et poudre; des légumes à cosse secs du n °. 0713
110620 Farine, farine et poudre; de sagou ou des racines ou tubercules du n °. 0714
110630 Farine, farine et poudre; des produits du chapitre 8
1107 Malt; rôti ou non
110710 Malt; non rôti
110720 Malt; rôti
1108 Amidons; inuline
110811 Amidon; blé
110812 Amidon; maïs (amidon de maïs)
110813 Amidon; Patate
110814 Amidon; manioc (manioc)
110819 Amidon; n.c.a. dans l'article no. 1108.11 à 1108.14
110820 Inuline
1109 Gluten de blé; si ou non séché
110900 Gluten de blé; si ou non séché
12 GRAINES OLEAGINEUSES ET FRUITS OLÉAGINEUX; GRAINS DIVERS, GRAINES ET FRUITS, PLANTES INDUSTRIELLES OU MÉDICINALES; PAILLE ET FOURRAGE
1201 Graines de soja, même concassées
120110 Les graines de soja; graines, même brisées
120190 Les graines de soja; autres que les graines, même cassées
1202 Arachides; non rôti ni autrement cuit, même décortiqué ou cassé
120230 Arachides; graines, non grillées ni autrement cuites, même décortiquées ou cassées
120241 Arachides; autres que les graines, non grillées ni autrement cuites, en coques
120242 Arachides; autres que les graines, non grillées ni autrement cuites, décortiquées, même concassées,
1203 copra
120300 copra
1204 Graines oléagineuses graines de lin, même concassées
120400 Graines oléagineuses graines de lin, même concassées
1205 Graines de colza ou de colza; si cassé ou non
120510 Graines oléagineuses graines de navette ou de colza à faible teneur en acide érucique, même concassées
120590 Graines oléagineuses graines de colza ou de navette, autres que faiblement éruciques, même concassées
1206 Graines de tournesol; si cassé ou non
120600 Graines oléagineuses graines de tournesol, même concassées
1207 Graines oléagineuses et fruits oléagineux, n.c.a. au chapitre 12; si cassé ou non
120710 Graines oléagineuses noix et amandes de palmiers, même concassées
120721 Graines oléagineuses graines de coton, graines, même concassées
120729 Graines oléagineuses graines de coton, autres que les graines, même concassées
120730 Graines oléagineuses graines d'huile de ricin, même concassées
120740 Graines oléagineuses graines de sésame, même concassées
120750 Graines oléagineuses graines de moutarde, même concassées
120760 Graines oléagineuses graines de carthame (Carthamus tinctorius), même concassées
120770 Graines oléagineuses graines de melons, même concassées
120791 Graines oléagineuses graines de pavot, même concassées
120799 Graines oléagineuses et fruits oléagineux; n.c.a. dans le n ° 1207, cassé ou non
1208 Farines et farines de graines oléagineuses ou de fruits oléagineux; autres que ceux de la moutarde
120810 Farines et repas; de graines de soja
120890 Farines et farines de graines oléagineuses ou de fruits oléagineux; à l'exclusion des graines de soja et des graines de moutarde
1209 Graines, fruits et spores; des types utilisés pour l'ensemencement
120910 La graine; graines de betteraves à sucre, des types utilisés pour l'ensemencement
120921 Graines de plantes fourragères; graines de luzerne (luzerne) des types utilisés pour l'ensemencement
120922 Graines de plantes fourragères; graines de trèfle (Trifolium spp.) des types utilisés pour l'ensemencement
120923 Graines de plantes fourragères; graines de fétuque, des types utilisés pour l'ensemencement
120924 Graines de plantes fourragères; Graines de l'herbe bleue du Kentucky (Poa pratensis L.), des types utilisés pour l'ensemencement
120925 Graines de plantes fourragères; graines de ray-grass (Lolium multiflorum Lam., Lolium perenne L.), des types utilisés pour l'ensemencement
120929 Graines de plantes fourragères; autres que les graines de luzerne, de trèfle, de fétuque, d'herbe bleue du Kentucky et de ray-grass, des types utilisés pour l'ensemencement
120930 Graines de plantes herbacées; cultivés principalement pour leurs fleurs, des types utilisés pour l'ensemencement
120991 Des graines; graines de légumes, des types utilisés pour l'ensemencement
120999 Des graines; n.c.a. au no 1209, des types utilisés pour l'ensemencement
1210 Cônes de houblon, frais ou secs, même broyés, moulus ou sous forme de pellets; lupuline
121010 Cônes de houblon; Ni broyé ni pulvérisé ni sous forme de pellets
121020 Cônes de houblon; broyés, en poudre ou sous forme de pellets; lupuline
1211 Plantes et parties de plantes (y compris les graines et fruits) des espèces utilisées principalement en parfumerie, en pharmacie ou à usage insecticide, fongicide ou similaire, fraîches, réfrigérées, congelées ou séchées, même coupées, concassées ou pulvérisées
121120 Racines de ginseng, des espèces utilisées principalement en parfumerie, en pharmacie ou à usage insecticide, fongicide ou similaire, fraîches, réfrigérées, congelées ou séchées, même coupées, concassées ou pulvérisées
121130 Feuille de coca; des types utilisés principalement en parfumerie, en pharmacie ou à usage insecticide, fongicide ou similaire, frais, réfrigérés, congelés ou séchés, même coupés, concassés ou pulvérisés
121140 Paille de pavot; des types utilisés principalement en parfumerie, en pharmacie ou à usage insecticide, fongicide ou similaire, frais, réfrigérés, congelés ou séchés, même coupés, concassés ou pulvérisés
121150 Ephédra, des espèces utilisées principalement en parfumerie, en pharmacie ou à des fins insecticides, fongicides ou similaires, fraîches, réfrigérées, congelées ou séchées, même coupées, concassées ou pulvérisées
121190 Plantes et parties (y compris les graines et les fruits) n.c.a. dans le n ° 1211, des types utilisés principalement en parfumerie, en pharmacie ou à usage insecticide, fongicide ou similaire, frais, réfrigérés, congelés ou séchés, même coupés, concassés ou pulvérisés
12119099 Moringa powder poudre, Drumstick tree, oleifera
1212 Caroubes, algues et autres algues, betteraves sucrières, cannes à sucre, fraîches, réfrigérées, congelées ou séchées, même pulvérisées; les noyaux de fruits, les amandes et autres produits végétaux (y compris les racines de chicorée non torréfiées) utilisés principalement pour la consommation humaine, n.c.a.
121221 Algues et autres algues; propres à la consommation humaine, frais, réfrigérés, congelés ou séchés, même moulus
121229 Algues et autres algues; impropres à l'alimentation humaine, frais, réfrigérés, congelés ou séchés, même moulus
121291 Betterave à sucre; propres à la consommation humaine, frais, réfrigérés, congelés ou séchés, même moulus
121292 Caroubes (caroube); propres à la consommation humaine, frais, réfrigérés, congelés ou séchés, même moulus
121293 Canne à sucre; propres à la consommation humaine, frais, réfrigérés, congelés ou séchés, même moulus
121294 Racines de chicorée (Chicorium intybus sativum); propres à la consommation humaine, frais, réfrigérés, congelés ou séchés, même moulus
121299 Produits de légumes; propre à la consommation humaine, n.c.a. dans le n ° 1212, frais, réfrigérés, congelés ou séchés, même moulus
1213 Pailles et enveloppes de céréales, non préparées; même haché, moulu, pressé ou sous forme de pellets
121300 Paille et cosses de céréales; non préparés, même hachés, moulus, pressés ou sous forme de pellets
1214 Rutabagas, betteraves fourragères, racines fourragères, foin, luzerne, trèfle, sainfoin, choux fourragers, lupin, vesces et produits fourragers similaires, même agglomérés sous forme de pellets
121410 Luzerne (luzerne) farine et granulés
121490 Les produits fourragers, y compris les rutabagas, les betteraves fourragères, les racines fourragères, le foin, le sainfoin, le trèfle, le chou fourrager, les lupins, les vesces, etc., granulés ou autrement
13 LAC; GOMMES, RÉSINES ET AUTRES SUCS ET EXTRAITS VÉGÉTAUX
1301 Lac; gommes naturelles, résines, gommes-résines et oléorésines (par exemple, baumes)
130120 La gomme arabique
130190 Gommes, résines, gommes-résines et oléorésines naturelles, n.c.a. dans le n ° 1301
1302 Sucs et extraits de légumes; substances pectiques, pectinates et pectates; agar-agar et autres mucilages et épaississants dérivés des végétaux, même modifiés
130211 Sucs et extraits de légumes; opium
130212 Sucs et extraits de légumes; de réglisse
130213 Sucs et extraits de légumes; de houblon
130214 Sucs et extraits de légumes; d'éphédra
130219 Sucs et extraits de légumes; n.c.a. dans l'article no. 1302.1
130220 Substances pectiques; pectinates et pectates
130231 Mucilages et épaississants; agar-agar, modifié ou non, dérivé de végétaux
130232 Mucilages et épaississants; modifiés ou non, dérivés de caroubes, de graines de caroubes ou de graines de guarée
130239 Mucilages et épaississants; modifié ou non, dérivé de produits végétaux, n.c.a. dans l'article no. 1302.3
14 MATÉRIAUX DE PLANTATION DE LÉGUMES; PRODUITS VÉGÉTAUX NON DÉNOMMÉS NI COMPRIS AILLEURS
1401 Matières végétales des espèces utilisées principalement pour le tressage; (par exemple bambous, rotins, roseaux, joncs, osiers, raphia, pailles de céréales nettoyées, blanchies ou teintes et écorces de tilleul)
140110 Bambou utilisé principalement pour le tressage
140120 Rattans utilisés principalement pour le tressage
140190 Matières végétales des espèces utilisées principalement pour le tressage; n.c.a. dans le n ° 1401
1404 Produits végétaux non dénommés ni compris ailleurs
140420 Produits de légumes; linters de coton
140490 Produits de légumes; n.c.a. au chapitre 14
15 GRAISSES ET HUILES ANIMALES OU VÉGÉTALES ET LEURS PRODUITS DE CLIVAGE; GRAISSES ANIMALES PRÉPARÉES; CIRES ANIMALES OU VÉGÉTALES
1501 Graisse de porc (y compris le saindoux) et graisse de volaille, autres que ceux des nos 0209 ou 1503
150110 Graisse de porc; saindoux, autres que ceux des nos 0209 et 1503
150120 Graisse de porc; non saindoux, autres que ceux des nos 0209 ou 1503
150190 Graisse de volaille; autres que celles des nos 0209 ou 1503
1502 Graisses des animaux des espèces bovine, ovine ou caprine, autres que celles du no 1503
150210 Suif; autres que ceux du no 1503
150290 Graisses de bovins, de moutons ou de chèvres; à l'exclusion du suif, et autres que ceux du no 1503
1503 La stéarine de lard, l'huile de lard, l'oléostéarine, l'oléo-huile et l'huile de suif; non émulsifié ou mélangé ou autrement préparé
150300 La stéarine de lard, l'huile de lard, l'oléostéarine, l'oléo-huile et l'huile de suif; non émulsifié ou mélangé ou autrement préparé
1504 Graisses et huiles et leurs fractions de poissons ou de mammifères marins; même raffiné, mais non chimiquement modifié
150410 Huiles de poisson; huiles de foie de poisson et leurs fractions, même raffinées, mais non chimiquement modifiées
